name,owner,location,phone,email,services,categories,source_url
Circle N Stables & Saddle Shop Inc.,,"12742 Avenue 240, Tulare, CA 93274", (559) 686-4476,jim_waggoner@hotmail.com,,"Sporting Goods, Horse Boarding, Horse Equipment & Services, Horse Stables, Livestock Equipment & Supplies, Riding Apparel & Equipment, Saddlery & Harness, Stables ",https://www.yellowpages.com/tulare-ca/mip/circle-n-stables-saddle-shop-inc-3395624?lid=1000116561169
Whitt's Wood Yard,,"11189 W Olympic Blvd, Los Angeles, CA 90064", (310) 478-2630,tim@whittswoodyard.com,"firewood delivery, kindling, almond wood, smoking logs, charcoal, oak wood, walnut wood, orange wood, wood haven racks, eucalyptus wood, pine wood.","Sporting Goods, Barbecue Grills & Supplies, Camping Equipment, Charcoal, Fireplace Equipment, Fireplaces, Firewood, Heating Equipment & Systems, Wood Products ",https://www.yellowpages.com/los-angeles-ca/mip/whitts-wood-yard-31164371?lid=1001788669993
Master Lee's Talium - Taekwondo Instruction,,"3850 Barranca Pkwy, Irvine, CA 92606", (949) 654-4411,taliumlee@hotmail.com,,"Sporting Goods, Martial Arts Equipment & Supplies, Martial Arts Instruction, Schools, Self Defense Instruction & Equipment ",https://www.yellowpages.com/irvine-ca/mip/master-lees-talium-taekwondo-instruction-3114434?lid=1000116547724
Pro Youth Visalia,,"601 W Willow Ave, Visalia, CA 93291", (559) 624-5810,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/visalia-ca/mip/pro-youth-visalia-21636610
Wildwood Saw & Sporting Goods,,"908 S Fortuna Blvd, Fortuna, CA 95540", (707) 682-9658,wildwoodsaw2@sbcglobal.net,"Marlin, Honda, Work Clothes, Men's Work Clothes.","Sporting Goods, Building Contractors, Clothing Stores, Cutting Tools, General Contractors, Government Consultants, Guns & Gunsmiths, Lawn Mowers, Lawn Mowers-Sharpening & Repairing, Safety Equipment & Clothing, Saw Sharpening & Repair, Saws, Tools, Work Clothes ",https://www.yellowpages.com/fortuna-ca/mip/wildwood-saw-sporting-goods-22997033?lid=1002012790888
Technique Kids' Sports & Activity Center,,"11345 Folsom Blvd, Rancho Cordova, CA 95742", (916) 635-7900,info@techniquegym.com,,"Recreation Centers, Camps-Recreational, Child Care, Exercise & Physical Fitness Programs, Gymnasiums, Gymnastics Instruction, Party & Event Planners, Party Favors, Supplies & Services, Party Planning, Sports Instruction ",https://www.yellowpages.com/rancho-cordova-ca/mip/technique-kids-sports-activity-center-21996357
Apollo Depot,,"404 Mission Ave, Oceanside, CA 92054", (760) 722-3444,,,"Sporting Goods, Army & Navy Goods, Boot Stores, Camping Equipment, Clothing Stores, Shoe Stores, Surplus & Salvage Merchandise, Uniforms ",https://www.yellowpages.com/oceanside-ca/mip/apollo-depot-2502671?lid=1001899122270
Lodi Tent & Awning Co. Inc.,,"1617 Ackerman Dr, Lodi, CA 95240", (209) 368-5567,,Awnings.,"Sporting Goods, Awnings & Canopies, Camping Equipment, Canvas Goods, Patio Covers & Enclosures, Tents, Tents-Rental ",https://www.yellowpages.com/lodi-ca/mip/lodi-tent-awning-co-inc-21038334?lid=1000116671351
On The Beach Surf Shop,,"693 Lighthouse Ave, Monterey, CA 93940", (831) 646-9283,kelly@onthebeachsurfshop.com,,"Sporting Goods, Clothing Stores, Shoe Stores, Skateboards & Equipment, Ski Equipment & Snowboard Rentals, Skiing Equipment, Sportswear, Surfboards, Swimwear & Accessories ",https://www.yellowpages.com/monterey-ca/mip/on-the-beach-surf-shop-2262831?lid=1001616289353
Santa Monica Safe Co,,"2208 Pico Blvd, Santa Monica, CA 90405", (310) 450-5103,sales@santamonicalockandsafe.com,"Radio Dispatched Trucks, Free Estimates, Repairs, Jewelers' Safes, Gun Safes, Apartment Safes, Wall Safes, Fireproof Vaults, Vault Doors.","Sporting Goods, Bank Equipment & Supplies, Guns & Gunsmiths, Locks & Locksmiths, Locksmiths Equipment & Supplies, Safes & Vaults, Safes & Vaults-Opening & Repairing, Security Control Systems & Monitoring ",https://www.yellowpages.com/santa-monica-ca/mip/santa-monica-safe-co-21942296?lid=1001977779227
Mustang Firearms and Sporting Goods,,"10893 Alta St, Grass Valley, CA 95945", (530) 477-6622,Hoffmeyersfirearms@att.net,,"Sporting Goods, Ammunition, Attorneys, Gun Safety & Marksmanship Instruction, Guns & Gunsmiths, Industrial Equipment & Supplies, Rifle & Pistol Ranges ",https://www.yellowpages.com/grass-valley-ca/mip/mustang-firearms-and-sporting-goods-19881334?lid=1001117935022
Tiger Boxing Gym,,"708 N Gardner St, Los Angeles, CA 90046", (323) 951-9679,youngdicktiger@gmail.com,,"Boxing Instruction, Gymnasiums, Personal Fitness Trainers, Sports Instruction ",https://www.yellowpages.com/los-angeles-ca/mip/tiger-boxing-gym-12561556
Newcastle Ringside Gym,,"9385 Old State Hwy, Newcastle, CA 95658", (916) 663-1022,greg@ringsidegym.com,,"Boxing Instruction, Gymnasiums, Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/newcastle-ca/mip/newcastle-ringside-gym-12513070
Daland Swim School,,"135 E Wilbur Rd, Thousand Oaks, CA 91360", (805) 495-5210,office@dalandswim.com,,"Swimming Instruction, Private Swimming Pools, Recreation Centers, Sports & Entertainment Centers ",https://www.yellowpages.com/thousand-oaks-ca/mip/daland-swim-school-12318529
Antioch Indoor Sports Center,,"1210 Sunset Dr, Antioch, CA 94509", (925) 778-6363,,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/antioch-ca/mip/antioch-indoor-sports-center-1145254
Lone Tree Golf and Event Center,,"4800 Golf Course Rd, Antioch, CA 94531", (925) 706-4220,catering@lonetreegolfcourse.com,,"Sporting Goods, Banquet Halls & Reception Facilities, Golf Courses, Golf Equipment & Supplies, Restaurants ",https://www.yellowpages.com/antioch-ca/mip/lone-tree-golf-and-event-center-21964282?lid=1001384485641
California Academy Rhythmic Gymnastics,,"3300 Wilshire Blvd, Los Angeles, CA 90010", (213) 382-3915,office@laopendoor.org,,"Gymnastics Instruction, Dancing Instruction, Sports Instruction ",https://www.yellowpages.com/los-angeles-ca/mip/california-academy-rhythmic-gymnastics-11169585
Chinese Christian Schools,,"1801 N Loop Rd, Alameda, CA 94502", (510) 814-7321,info@ccs-rams.org,,"Private Schools (K-12), Elementary Schools, High Schools, Middle Schools, Music Instruction-Instrumental, Preschools & Kindergarten, Reading Instruction, Religious General Interest Schools, School Information, Schools, Sports Instruction ",https://www.yellowpages.com/alameda-ca/mip/chinese-christian-schools-12653266
Courtside TENNIS & Apparel,,"2220 Fair Oaks Blvd, Sacramento, CA 95825", (916) 482-6104,courtsidetennis@gmail.com,,"Tennis Equipment & Supplies, Sporting Goods, Sports Clubs & Organizations, Sportswear, Tennis Racket Restringing & Repairing ",https://www.yellowpages.com/sacramento-ca/mip/courtside-tennis-apparel-81398
Sheppard Method Pilates,,"2180 Westwood Blvd Ste 2e, Los Angeles, CA 90025", (310) 470-2828,,,"Pilates Instruction & Equipment, Exercise & Physical Fitness Programs, Health & Fitness Program Consultants, Personal Fitness Trainers, Sports Instruction ",https://www.yellowpages.com/los-angeles-ca/mip/sheppard-method-pilates-11247365
Arcadia Park,,"405 S Santa Anita Ave, Arcadia, CA 91006", (626) 821-4619,info@arcadiatennis.com,,"Tennis Instruction, Baseball Clubs & Parks, Picnic Grounds, Playgrounds, Sports Instruction, Tennis Equipment & Supplies ",https://www.yellowpages.com/arcadia-ca/mip/arcadia-park-12361654
Interamericana Soccer League,,"1414 S Main St, Santa Ana, CA 92707", (714) 568-0115,interamericanasoccerleague@yahoo.com,,"Soccer Clubs, Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/santa-ana-ca/mip/interamericana-soccer-league-525437434
Striker Targets & Tactical Gear,,"1790 N White Ave, La Verne, CA 91750", (909) 593-2800,customerservice@yahoo.com,,"Guns & Gunsmiths, Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/la-verne-ca/mip/striker-targets-tactical-gear-506626184
Gymnastics World,,"20914 Nordhoff St, Chatsworth, CA 91311", (818) 775-9922,f.b@gymworldohio.com,,"Gymnastics Instruction, Exercise & Physical Fitness Programs, Gymnasiums, Health & Fitness Program Consultants, Health Clubs, Martial Arts Instruction, Self Defense Instruction & Equipment, Sports Instruction ",https://www.yellowpages.com/chatsworth-ca/mip/gymnastics-world-10573775
Monarchs National Gymnastics Training Center,,"5331 Derry Ave, Agoura Hills, CA 91301", (818) 889-3634,info@monarchsgym.com,"Camps, Parent’s Night Out & Open Play, Birthday Party, Happy Kidz Preschool, Gymnastics 15month+, Tumbling & Cheer, Parkour & Ninja classes..","Children's Instructional Play Programs, Children's Party Planning & Entertainment, Gymnastics Instruction, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/agoura-hills-ca/mip/monarchs-national-gymnastics-training-center-1067428
Echelon Cycle & Multisport,,"125 5th St, Santa Rosa, CA 95401", (707) 528-1133,echelon@echeloncycle.com,,"Sporting Goods, Sports Clubs & Organizations, Sportswear, Swimwear & Accessories ",https://www.yellowpages.com/santa-rosa-ca/mip/echelon-cycle-multisport-474722937
BAD BOARDERZ LLC,,"3435 Ocean Park Blvd Ste 107, Santa Monica, CA 90405", (424) 781-0249,Info@Badboarderz.Com,,"Personal Watercraft Rental, Skateboards & Equipment, Snowboards, Sporting Goods, Sports Clubs & Organizations, Sportswear, Surfing Instructions ",https://www.yellowpages.com/santa-monica-ca/mip/bad-boarderz-llc-492130381
Fitgeek Sports,,"21000 Stevens Creek Blvd Ste 200, Cupertino, CA 95014", (408) 418-5888,info@fitgeeksports.com,Music CDs & Tapes.,"Sportswear, Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/cupertino-ca/mip/fitgeek-sports-468140255
Goals Soccer Center Inc,,"70 S Lake Ave, Pasadena, CA 91101", (626) 318-6003,,,"Soccer Clubs, Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/pasadena-ca/mip/goals-soccer-center-inc-464860988
Marchese Bats,,"3653 Old Conejo Rd, Newbury Park, CA 91320", (623) 703-9304,marchesebats@aol.com,,"Batting Cages, Baseball Pitching Machines, Sporting Goods, Sports Clubs & Organizations, Wood Turning ",https://www.yellowpages.com/newbury-park-ca/mip/marchese-bats-519976603
Cabernet Indoor Sports,,"6474 Patterson Pass Rd, Livermore, CA 94550", (925) 455-8300,fred@cabernetsports.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/livermore-ca/mip/cabernet-indoor-sports-10373467
South Bay Sports Training & Batting Cages,,"995 E Santa Clara St, San Jose, CA 95116", (408) 283-0643,southbaytraining@aol.com,,"Baseball Clubs & Parks, Baseball Instruction, Baseball Pitching Machines, Sporting Goods, Sports Clubs & Organizations, Sports Motivational Training ",https://www.yellowpages.com/san-jose-ca/mip/south-bay-sports-training-batting-cages-3682624
Firearms Academy of Redding,,"1530 Market St, Redding, CA 96001", (530) 945-8925,deputyjoel@yahoo.com,,"Gun Safety & Marksmanship Instruction, Guns & Gunsmiths, Schools, Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/redding-ca/mip/firearms-academy-of-redding-463194853
"The Day of Games, LLC",,"20 Joliet, Coto de Caza, CA 92679", (234) 752-9776,sales@thedayofgames.com,,"Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/coto-de-caza-ca/mip/the-day-of-games-llc-482988440
Thinking Outdoors,,"1620 Starship Ln, Jacumba, CA 91934", (619) 874-0509,tnelson.tina@gmail.com,,"Camping Equipment, Sporting Goods, Sports & Entertainment Centers ",https://www.yellowpages.com/jacumba-ca/mip/thinking-outdoors-547887967
Limitless Lacrosse,,, (805) 798-5751,,,"Athletic Organizations, Sporting Goods, Sports Clubs & Organizations, Sports Motivational Training, Sportswear ",https://www.yellowpages.com/huntington-beach-ca/mip/limitless-lacrosse-462608675
Universal Self-Defense League,,"2860 Bordeaux Dr, Riverside, CA 92503", (951) 353-0234,,,"Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/riverside-ca/mip/universal-self-defense-league-102199
Balboa Sports Center,,"17015 Burbank Blvd, Encino, CA 91316", (818) 756-9642,balboa.sportscenter@lacity.org,,"Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/encino-ca/mip/balboa-sports-center-22548471
MVP Sports Unlimited,,"6085 Greenback Ln, Citrus Heights, CA 95621", (916) 560-3393,info@mvpsportsunlimited.com,,"Baseball Instruction, Batting Cages, Sports Instruction ",https://www.yellowpages.com/citrus-heights-ca/mip/mvp-sports-unlimited-460675047
Elite Sports Group,,"15910 Ventura Blvd, Encino, CA 91436", (818) 788-6400,tomer@eliteequityLA.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/encino-ca/mip/elite-sports-group-460286827
Players Pizza,,"2305 Balls Ferry Rd, Anderson, CA 96007", (530) 365-5473,playerspizza@yahoo.com,,"Pizza, Children's Party Planning & Entertainment, Restaurant Delivery Service, Sports & Entertainment Centers ",https://www.yellowpages.com/anderson-ca/mip/players-pizza-4603968
Shoto Jutsu Karate,,"11488 Burbank Blvd, North Hollywood, CA 91601", (818) 505-4668,info@systemaspetsnaz.com,,"Boxing Instruction, Martial Arts Equipment & Supplies, Martial Arts Instruction, Sporting Goods, Sports Clubs & Organizations ",https://www.yellowpages.com/north-hollywood-ca/mip/shoto-jutsu-karate-5126048
Srvgal,,"32 Beta Ct, San Ramon, CA 94583", (925) 831-9214,,,Sports & Entertainment Centers ,https://www.yellowpages.com/san-ramon-ca/mip/srvgal-460144185
Bamboo Reef,,"614 Lighthouse Ave, Monterey, CA 93940", (831) 372-1685,,,"Diving Instruction, Divers, Diving Equipment & Supplies, Diving Excursions & Charters, Sporting Goods, Sports Instruction ",https://www.yellowpages.com/monterey-ca/mip/bamboo-reef-533935438
Healthy Way Sports,,"1620 Starship Ln, Jacumba, CA 91934", (619) 874-0509,tnelson.tina@gmail.com,,"Sports & Entertainment Centers, Bicycles-Wholesale & Manufacturers, Camping Equipment, Sporting Goods ",https://www.yellowpages.com/jacumba-ca/mip/healthy-way-sports-547884234
Goals Soccer Centers,,"9599 Pinehurst Ave, South Gate, CA 90280", (323) 923-4650,la@goals-soccer.com,,"Sports & Entertainment Centers, Batting Cages, Children's Party Planning & Entertainment, Picnic Grounds, Soccer Clubs ",https://www.yellowpages.com/south-gate-ca/mip/goals-soccer-centers-459274265
El Dorado Hills Taekwondo Ctr,,"4822 Golden Foothill Pkwy Unit 7, El Dorado Hills, CA 95762", (916) 939-3803,Edhtkd@Comcast.net,,"Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/el-dorado-hills-ca/mip/el-dorado-hills-taekwondo-ctr-458901317
Wilderness Archery,,"4870 Pacific St, Rocklin, CA 95677", (916) 630-8700,,,"Archery Instruction, Archery Equipment & Supplies, Archery Ranges, Sporting Goods, Sports Instruction ",https://www.yellowpages.com/rocklin-ca/mip/wilderness-archery-5437673
Stockton Arena,,"248 W Fremont St, Stockton, CA 95203", (209) 373-1400,marketing@smgstockton.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/stockton-ca/mip/stockton-arena-460546399
Gorilla Fit Club,,"756 Oak Grove Rd, Concord, CA 94518", (925) 822-7268,gorillafitclub@gmail.com,,"Self Defense Instruction & Equipment, Martial Arts Instruction, Personal Fitness Trainers, Sports & Entertainment Centers ",https://www.yellowpages.com/concord-ca/mip/gorilla-fit-club-457941956
Fremont Table Tennis Academy,,"47998 Warm Springs Blvd, Fremont, CA 94539", (510) 366-5234,shashin@fremonttabletennis.com,,"Sports & Entertainment Centers, Recreation Centers, Table Tennis ",https://www.yellowpages.com/fremont-ca/mip/fremont-table-tennis-academy-457419594
Relentless Boxing,,"70 N 27th St, San Jose, CA 95116", (408) 271-1910,relentlessboxing@gmail.com,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/san-jose-ca/mip/relentless-boxing-457417751
Studio Kids LA,,"5015 Cornell Rd, Agoura Hills, CA 91301", (818) 871-0769,,,Sports & Entertainment Centers ,https://www.yellowpages.com/agoura-hills-ca/mip/studio-kids-la-457139306
Cricket Strike Zone,,"2919 Whipple Rd, Union City, CA 94587", (510) 324-3500,info@cricketstrikezone.com,,"Batting Cages, Sports & Entertainment Centers ",https://www.yellowpages.com/union-city-ca/mip/cricket-strike-zone-456889267
Fueled Sports Performance,,"530 State St, Santa Barbara, CA 93101", (805) 845-3272,,,"Sports & Entertainment Centers, Health Clubs, Recreation Centers ",https://www.yellowpages.com/santa-barbara-ca/mip/fueled-sports-performance-456798241
Avant- Garde Fencers Club,,"2209 Barry Ave, Los Angeles, CA 90064", (310) 473-8890,info@avantgardefencersclub.com,,"Health & Fitness Program Consultants, Camps-Recreational, Fencing Instruction, Recreation Centers, Sports & Entertainment Centers ",https://www.yellowpages.com/los-angeles-ca/mip/avant-garde-fencers-club-456543700
Mather Sports Center,,"3755 Schriever Ave, Mather, CA 95655", (916) 362-1704,customerservice@crpd.com,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/mather-ca/mip/mather-sports-center-4565086
